作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
黄宾虹藏秦汉印拾遗·回忆（代序）,篆刻,山水,1947,黄宾虹藏秦汉印拾遗·回忆（代序）,evt_04315,于希宁《黄宾虹藏秦汉印拾遗·回忆（代序）》：“四十年代我在青岛教书时，中间有时到北平走走，借机向老一辈专家求教，得到于非暗、汪慎生、陈缘督、马晋先生们不少的指教。当然，每次我都要先到石驸马后宅看望宾虹老师，也有时带一点作业请教指点。宾虹居室简陋，迎门置以木框大书架，地上舖了一床苇席。他看书往往是从书架上取下，坐在席地上阅读，所以经常是许多书开函乱置，人入室内要慢慢插空落脚。有一次宾师拿着一本书竟斜躺在书函上入睡了，实在惊人。这一教育，一生难忘。1947年我在中山公园举办个人画展时，就是宾翁老师修函叫我向白石老翁谒拜请教而得以教诲的，特别是‘要老老实实做人’的道理和给予画展的支持，使我终生难忘。
文谱,著述,山水,1947,文谱; 文谱; 文征明事迹考; 文谱,evt_04323,段拭书：“夫子大人函丈：恭奉手谕，训示各节，□以书绅印拓，并领。并蒙允赐《文谱》序文，感激实深。关于物色鈢印，谨当留意。受业编订《文谱》，亦借以读书之意，非敢妄言著述，仰蒙奖励，至为皇恐，当努力编成，用副慈注。受业于文氏之高尚人品，夙所景仰，惟识见浅鄙，率尔执笔，难免舛误，俟脱稿后，即恭呈教诲，以免将来贻笑于识者。曩撰《文征明事迹考》一文（六七年前），曾在杂志发表，其时参考书不多，今覩之，遂觉简陋。今承明训，将文氏弟子（文五峰、陈白室可否列为弟子？）出蓝者编为一册，即当着手搜集材料，然不敢随意予以区别，谨将所知诸弟子另纸列呈，乞赐指示批注寄下，以为编辑标准，至为企祷。南京公私收藏，佳者绝少，无
秋江冷艳图,作画,其他,1947,秋江冷艳图,evt_04330,为许士骐作《秋江冷艳图》。
秋江冷艳,著述,其他,1947,秋江冷艳,evt_04331,许士骐书：“宾老尊右：暌违麈教数月，于兹比奉手翰，为亲道范，并承锡以大著《秋江冷艳》一帧，拜谢拜谢。钧驾何时莅临海上，便乞示知，俾可迎迓。敬颂道绥。晚许士骐拜上。十二月三十日。”
快晴阁图,作画,其他,1947,快晴阁图,evt_04335,本年，广东李研山属画《快晴阁图》。
杭堇浦画珠江景物册,题跋,其他,1947,杭堇浦画珠江景物册,evt_04338,跋《杭堇浦画珠江景物册》：“此杭堇浦游羊城所作画，诗跋言粤中风物，尝多纪实，与庸史徒事临摹不同，可宝也。海清先生属，宾虹题。”
春草藏玺,篆刻,篆刻,1948,春草藏玺; 铄铄斋三代古陶文字; 益斋印草,,
黄山追忆图,作画,山水,1948,黄山追忆图,evt_04373,初春，决意南下杭州任教，作《黄山追忆图》。
桂林纪游册,作画,其他,1948,桂林纪游册,evt_04382,初夏，为粤友陈子和作《桂林纪游册》。
尘甸晴初图,作画,其他,1948,尘甸晴初图,evt_04399,为傅雷作《尘甸晴初图》册。
送米图,作画,其他,1948,送米图,evt_04406,7月初，为汪聪作《送米图》卷。
送米图卷,作画,其他,1948,送米图卷,evt_04407,与汪聪书：“孝文世讲先生大鉴：叠诵手书，并荷惠款，恧感恧感。……承属为拙画《送米图卷》，竣工奉上，‘送米图’三字，待工书者作为引首最佳。日内敝处整（理）书籍一切，准备南返，二十日后可抵申，容晤谈是幸。……宾虹拜上。七月十日。”
山溪泛舟图,作画,其他,1948,山溪泛舟图,evt_04409,为门生吴咏香作《山溪泛舟图》，以“画当以华滋浑厚为宗”相鼓励。
竹北栘图卷,作画,其他,1948,竹北栘图卷,evt_04411,夏，将南下，作《竹北栘图卷》。
欢迎黄宾虹先生,题跋,花鸟,1948,欢迎黄宾虹先生,evt_04423,孙福熙《欢迎黄宾虹先生》：“黄宾虹先生（原注：见图）旅居北平十年，研究故都书画文物，收集历代艺术史迹，故学理更见精博，而新发现尤多，治艺者无不竭诚钦仰。今已整理收藏书画碑帖雕刻，装拥箱带南归，并已应杭市国立艺术专科学校之聘，以八十五岁高龄，尚能主张艺坛，实属大可庆幸之事。老人过沪，中国画会与团体，发起沪上文艺界欢迎会于南京路大观社，这集会很有诗文艺术意味，值得我们的纪念。大观社在大观市场之内，而清静幽雅，顿然忘却这是在上海闹市中心地点。大厅周围多花木，尤以绿竹点染，更觉潇洒出尘，厅中布置书画，皆名家作品，上书一联：‘我亦喜灌园种树，谁不来煮茗看花。’来此皆知名之士，老者如姚虞琴、商笙伯两位均八
国画之民学,题跋,其他,1948,国画之民学,evt_04428,8月15日，应邀在上海美术茶会上作题为《国画之民学》之演讲，呼吁书画同人“站起来，发扬我们民学的精神，向世界伸开臂膀，准备着和任何来者握手”。
虞山纪游图,作画,其他,1948,虞山纪游图,evt_04435,为余空我作《虞山纪游图》。
水仙梅花图,作画,花鸟,1948,水仙梅花图,evt_04437,为钱君匋作《水仙梅花图》横披。
桐乡市馆藏书画精品集,题跋,其他,1948,桐乡市馆藏书画精品集,evt_04440,钱君匋题：“与宾老别十七年矣，其间兵火惨烈，亘古未有，余应死者再幸皆得免。戊子夏，叔范招饮，同座有宾老，遂得重见。后数日，承贻是作，乃乞同座之能书者，如老铁、复翁辈题之，以志一时之盛也。戊子十二月望，钱君匋记于丛翠堂。”（《桐乡市馆藏书画精品集》）
故都二老,篆刻,篆刻,1948,故都二老; 日下旧闻,evt_04445,铢安《故都二老》：“故都近来有两位八十以上的老画家，齐白石、黄宾虹是也。濒老（白石字濒生，他的名字叫璜，取田于渭滨之意，于今果然年登耄耋，竟成预兆），他的住宅是他自己卖画钱积蓄起来购置的，他素有善于居积之名，据说房屋不止一处，所以晚景颇为不恶，祇因小心过严，房门箱匣，钥匙累累，佩带随身，好像减少了雅人风趣。其实他为人是极慷慨而重风义的，其雅在心而不在形式。宾老在北平祇住了十年，中经离乱，闭门不与外事，自得其乐，与濒老同，而精神之健似犹过之。濒老室中，从来不挂一张字画，座上也没有一样古玩，除作画外，没有一样嗜好。宾老则一间斗室，虽然小得不足回旋，而所读的书，从地上一直堆到顶蓬，顶蓬已经坍了下来，
山水图,作画,山水,1948,山水图,evt_04449,此际，为吴康作《山水图》。
宾虹老人在西湖,著述,山水,1948,宾虹老人在西湖; 六国文字学; 画学蜕变说,evt_04457,《宾虹老人在西湖》：“在一个天高气爽、蟹肥稻熟的秋日清晨，记者很欣幸地会见了我国画坛名宿、新安派的领袖人物黄宾虹先生（原注：见图）就在临近岳坟西端，山麓边的一所轩敞幽静的小客厅里，记者和宾虹老人热烈地握着手，然后在椅子上坐下来，虽然我们还是平生首次见面，但宾虹老人留给我的印象竟是那么深刻，一种飘然俊逸的神情，至少使我有着莫名的清新之感，而且宾虹老人耄耋高年，更使人肃然起敬。当记者进门时，宾虹老人正在濡笔作画，画面上是一幅深邃而雄奇的山水，在雄奇之中，还隐含着一种清丽拔俗的气息。记者观赏了这幅名画，恍如置身于画图中，有超然出尘之想，诚如许士骐先生所说：‘宾虹老人诗文书画，均可称一代独步，其书画均
艺专国画科同人欢宴黄宾虹教授,题跋,其他,1948,艺专国画科同人欢宴黄宾虹教授,evt_04462,模《艺专国画科同人欢宴黄宾虹教授》：“国立艺专本学期新聘八十五龄老翁黄宾虹先生为国画科教授，已于上周到校授课，国画科科主任吴茀之教授发起，定十月六日午刻在杏花村公宴黄教授及其夫人，该科教授潘天寿、诸乐三、潘韵、虞开锡、岑学恭及吴存模、张嘉言、田恒任诸先生参加，雕塑课程曼叔教授闻讯亦前往参加，济济一堂，颇极宾主之乐，诸教授除对黄教授表示敬意外，关于国画今后应取之途径问题颇多揭发；至午后三时，宾主尽欢而散（谈话内容多精采，俟下期另行发表）。”（10月10日《民报·艺风》）
湖山图,作画,其他,1948,湖山图; 湖上杂咏,evt_04464,秋，为舒国华作《湖山图》，并书赠《湖上杂咏》。
画史编年,出版,其他,1948,画史编年,evt_04475,按：谱主接办神州国光社美术部时，计划甚多且多具前瞻性。谱主手稿中有一巨册《画史编年》，上溯亘古，下迄1929年，1938年冬日补序，部分与序刊于1939年《古学丛刊》第1期。笔者整理竣事，以篇幅过长且已有同类书籍问世，未收入《黄宾虹文集》。
勾山雅集,题跋,书法,1948,勾山雅集,evt_04479,项士元《勾山雅集》：“十月十五日午刻，浙江省通志馆余越园、凌励深、孙孟晋、陈季侃、项士元、吴思进、王伯尹等，假座膺白路勾山樵舍，䜩章一山、黄宾鸿（虹）、金息侯、章静轩诸老，座中除孙、王二君外，年龄均在六十以上。一山为清季翰林，博通经史，工草书，民国初期，曾任省通志馆纂修，今年八十有八；宾鸿（虹）工绘事，富收藏，年八十有五，现任国立艺专画学教授；息侯原为杭州八旗驻防，光绪间，曾应浙江乡试，博学能文，尝修奉天府志，今年七十有三；静轩毕业江南陆师、日本士官各校，入民国，转而潜心实业，南通张季直倚如左右手，今年亦七十有二。诸老多精神矍铄，能健谈善饭，惟一山太史稍患重听，微带咳嗽，此次来杭卜居，实缘津沽
杭州艺专教授总请假,题跋,其他,1948,杭州艺专教授总请假,evt_04493,《杭州艺专教授总请假》：“杭州国立艺专全体教授五十余人，因生活艰苦，于26日起全体总请假，尚未获得解决。据该校教授语记者，自‘八一九’薪金冻结后，该校教授生活即面临最艰难之境地，若干教授家中尝因无米为炊，以山果果腹度日，因该校经费困难，无力垫发薪金，而新标准乞未发下，校方曾再三去电向教育部请拨款济急，迄未见复，各教授于近两月来之生计，全赖校方向外借债勉强维持，每次每一教授所得者仅二三十元，实无法维持最低限度之生活。又该校教授因为日前政院公布公教人员薪给照例增加五倍实不合理，因日下任何物价之涨率已远超过五倍。现该校教授今向教育部要求：一、请转呈政院公教待遇务须以立法院通过之原案为准；二、教授研究
西湖文艺美术馆简章（筹备草）,题跋,山水,1948,西湖文艺美术馆简章（筹备草）; 美术展望,,
摩罗岛怀黄宾虹夫子,作画,其他,1948,摩罗岛怀黄宾虹夫子; 江南春树图,evt_04514,刘作筹寄示旧作《摩罗岛怀黄宾虹夫子》诗，作《江南春树图》赠之。
浙江四大家,著述,其他,1948,浙江四大家,evt_04522,自题：“浅濑平沙三两家，门前清影树交加。凌霜纵有丹黄叶，不是争妍□（原作夺一字）亦花。墨迻先生著述等身，尤嗜金石文字，属为拙笔，通籀古于六法，不卜大雅其许我否？属为下夺作画然三字。戊子，宾虹年八十有五。”（《浙江四大家》，西泠印社出版社2010年版）
文字系,篆刻,山水,1949,文字系; 群经字诂; 战国铜器考; 文征,evt_04538,与张海清书：“海清先生大鉴：暌隔数载，縻日不思。贲书远来，无任驰系。藉悉履綦迪吉，德业俱致，逖听之余，无任忭慰。仆自去夏南旋，拟返黄山，道途阻滞，留住西泠。行箧书籍器物，大半散失不全，如华学源《文字系》缺第二册，《群经字诂》缺第四十贰卷一本。此外近廿年出版金石书全部遗失（来南旧书更少，此虽不甚难得，以常用亦觉失之可恼）。《战国铜器考》等洋装、罗氏《文征》诸线装数十种均系厂肆一刘姓书估，乘隙私携并掺入同样无用之类书换出，大可叹惜。而惟铜器之有文字者，及西北古玺印已先随身由航空南来。现拟就所获未经前人著录之古文分类缮出，近一年之校正，尚未竣工。其古文多系战国（黄河流域）器物，未有见于拓本者约百余事
战国铜器考,题跋,山水,1949,战国铜器考; 文字系; 秦书集存,evt_04539,张海清书：“宾老夫子函丈：昨奉诲言并颁赐墨宝乙帧，及古印玺印痕五纸，拜读之下，不胜足之蹈之舞之矣。喜不自胜，当日多吃数个馒头，至夜间十二时后，仍不觉疲乏。观之再三，再四，再五，再六，愈看愈佳，爱不忍释，至次日即至琉璃庄已衬一好宣纸装潢矣，恐受污损，恭悬壁间，如对师保，恍至西泠矣。清以为人生最乐者，莫逾此也。惠赐印痕，真眼所未见，大偿眼福，并示言如此等者有百余事之多，不日掷下，使清终日向南翘企以望之，今后恳祈我师多赐画稿及古印件，并论画与诗文集等，虽不能亲聆教诲，若如此函教，于清亦大有裨益也，想夫子决不我却也。并恳夫子赐一横疋山水及小册页，完成清之‘百黄斋’之愿望，则不胜感激之至也。来示云遗失金
